date,daily_cases,med_temp,med_hum,pm25,pm10,o3,no2,retail,grocery,parks,transit,work,home,rt1,rt2
2020-04-19,61,17.25,69.92822325965,38,20,38,15,-95,-85,-86,-88,-59,23,0.668682161097897,0.882575725
2020-04-20,82,14,93.7569406162309,46,14,20,28,-81,-46,-80,-81,-62,31,0.668659617276525,0.886261978
2020-04-21,43,12,89.849250566707,25,16,19,25,-80,-41,-76,-78,-61,33,0.668300000082573,0.888653064
2020-04-22,52,13.5,60.0307148849459,34,21,36,29,-80,-37,-72,-76,-60,32,0.667867199307706,0.887626582
2020-04-23,54,13.5,56.9192116436399,55,25,37,28,-79,-35,-70,-76,-60,32,0.669919716720934,0.882816293
2020-04-24,62,17.1333333333333,46.9102669604459,61,20,47,23,-77,-24,-71,-77,-61,33,0.670854097553345,0.868375369
2020-04-25,69,19,39.4419032045337,59,14,39,8,-95,-94,-83,-86,-75,30,0.671478107713413,0.848646694
2020-04-26,54,17.5,51.3109920001036,42,11,43,20,-92,-64,-81,-86,-53,22,0.673767166289085,0.820211406
2020-04-27,35,19.25,55.0120752250617,25,10,NaN,17,-74,-30,-66,-74,-58,28,0.676916228924467,0.794939736
2020-04-28,72,16.775,72.9494362462504,25,8,25,18,-77,-36,-71,-75,-58,31,0.679603657537103,0.77238052
2020-04-29,89,16.5,69.17022115534,21,11,28,28,-76,-31,-69,-74,-57,30,0.68182370347952,0.749181592
2020-04-30,64,19.0166666666667,50.7771259641011,30,8,26,11,-74,-20,-67,-73,-58,30,0.685208737825014,0.736261293
2020-05-01,42,18.5,59.893917819457,13,6,28,13,-94,-93,-79,-89,-90,47,0.690845698028277,0.725245771
2020-05-02,49,19.8333333333333,58.4156117911179,13,9,33,15,-81,-34,-74,-76,-54,25,0.695230856509613,0.717561249
2020-05-03,43,15.7,65.5022090341818,30,12,31,15,-91,-70,-79,-84,-48,22,0.69998057595905,0.708785214
2020-05-04,40,17.25,52.0857240608481,38,12,40,29,-61,-23,-7,-61,-47,20,0.704608438614297,0.705804346
2020-05-05,29,20,53.8622506083865,42,12,39,26,-63,-25,-15,-61,-48,22,0.709989760693859,0.6981
2020-05-06,27,16.2833333333333,72.9798547780876,38,17,26,26,-65,-24,-29,-63,-47,23,0.716580451572585,0.692413994
2020-05-07,39,17,52.0278372261742,42,15,41,27,-62,-24,-11,-60,-47,22,0.723250385543004,0.688426328
2020-05-08,35,18.9833333333333,49.2901602359529,38,17,NaN,24,-63,-21,-20,-63,-47,24,0.729460358421326,0.690884956
2020-05-09,31,20,42.7757613379904,46,10,43,17,-67,-28,-18,-59,-42,16,0.737679394975397,0.700413878
2020-05-10,22,20.5,48.443366833223,34,12,42,14,-76,-54,-18,-67,-29,12,0.744160153091077,0.704822807
2020-05-11,11,18.75,57.0026193351377,34,4,30,17,-60,-27,-35,-63,-45,21,0.752309826951163,0.72367443
2020-05-12,21,18.7833333333333,70.4617102804234,13,8,26,25,-59,-24,-9,-59,-44,21,0.760759119705427,0.737171941
2020-05-13,21,16.1166666666667,87.8364887394742,21,13,22,24,-61,-24,-21,-60,-43,21,0.769746973411411,0.770422681
2020-05-14,15,18.75,82.859534848863,25,26,26,25,-60,-24,-23,-61,-44,22,0.780390302293655,0.797492087
2020-05-15,12,21,52.7058564907286,53,15,32,27,-59,-19,-15,-62,-44,22,0.791261819216394,0.834491121
2020-05-16,15,17.25,74.8874564487025,38,11,25,23,-64,-25,-30,-59,-37,16,0.802162552088743,0.877065667
2020-05-17,12,20.1833333333333,70.9175709724725,NaN,20,38,20,-70,-46,1,-64,-21,11,0.814389421263004,0.905938592
2020-05-18,1,20,70.8865349154329,NaN,23,32,NaN,-42,-18,-7,-54,-39,16,0.826308277095918,0.923987807
2020-05-19,12,19,80.7446812021436,NaN,22,NaN,NaN,-45,-18,-21,-55,-39,18,0.838648671856153,0.93904941
2020-05-20,8,19,70.4838590524322,53,15,NaN,32,-43,-16,-11,-54,-39,18,0.853984999234699,0.949756483
2020-05-21,10,20.25,53.9268341516172,46,11,38,29,-41,-16,16,-51,-39,16,0.86945615978738,0.942646487
2020-05-22,9,22,52.8980734059967,42,15,46,33,-40,-12,9,-53,-38,17,0.885186528650564,0.910231384
2020-05-23,11,24.5,48.3436612947654,53,14,41,16,-43,-17,14,-45,-26,8,0.902437783438659,0.886870325
2020-05-24,11,20.05,62.5600460021948,50,13,36,14,-50,-32,7,-57,-10,5,0.919674778932692,0.856856126
2020-05-25,14,19.75,50.926247285858,42,10,42,26,-36,-15,17,-51,-38,14,0.937186252621168,0.832670526
2020-05-26,10,20.1333333333333,42.25829510918,38,15,33,20,-36,-15,19,-50,-36,15,0.956488884536909,0.806013293
2020-05-27,2,19.5,42.3845168796157,38,9,35,22,-36,-13,18,-49,-36,14,0.974365990489569,0.786856022
2020-05-28,30,20.5,43.0624378448537,30,8,45,27,-36,-13,13,-49,-36,15,0.993443558328793,0.796344538
2020-05-29,8,15.4333333333333,71.550194697563,NaN,6,30,32,-39,-12,-14,-53,-37,16,1.01521533496841,0.81614852
2020-05-30,10,17.75,57.0031715672177,21,8,33,24,-38,-14,9,-42,-22,6,1.03332504719508,0.872271397
2020-05-31,5,17.25,65.8349168011659,25,10,35,18,-45,-28,5,-55,-2,4,1.05369944423494,0.920738513
2020-06-01,8,20.25,49.4594428757752,25,11,39,20,-25,3,49,-49,-53,13,1.07307626277865,0.991125337
2020-06-02,5,21.4333333333333,51.2144288043329,21,9,41,16,-44,-52,80,-57,-78,19,1.09037146200682,1.080553709
2020-06-03,2,22.25,51.2505921984795,21,5,34,20,-33,-7,3,-43,-34,12,1.10878791288269,1.153942095
2020-06-04,5,19,73.3278677874003,17,4,25,38,-38,-11,-34,-49,-35,15,1.12780954822335,1.228790422
2020-06-05,2,20.3333333333333,64.4870259493917,13,7,31,22,-29,-8,15,-45,-34,12,1.14113996434192,1.260788387
2020-06-06,4,22.25,57.7999688656269,17,7,29,11,-31,-14,32,-35,-21,3,1.15661303807521,1.285185371
2020-06-07,0,22.6166666666667,55.914543848945,17,8,26,13,-40,-25,2,-49,-2,1,1.17164235535233,1.272227438
2020-06-08,3,18,91.0719027532972,25,13,19,20,-29,-12,-8,-47,-34,11,1.18087197465074,1.270303078
2020-06-09,4,16.5666666666667,81.2739338169763,46,NaN,24,25,-29,-14,-11,-45,-32,12,1.19306317625053,1.235293932
2020-06-10,4,15.5,82.5440726414818,30,6,31,25,-26,-11,0,-44,-32,12,1.2017974195436,1.205714658
2020-06-11,8,16.6,87.0648637575815,25,9,NaN,24,-26,-10,-6,-44,-32,12,1.20566078061561,1.177952488
2020-06-12,14,20.75,67.4982063387748,30,8,34,27,-23,-8,34,-41,-33,9,1.20493942314817,1.176073652
2020-06-13,15,20.8,66.51998840229,34,9,33,22,-32,-17,6,-37,-17,2,1.20371133681793,1.186310421
2020-06-14,7,21,65.5884414247781,30,8,35,15,-33,-20,14,-43,7,-1,1.2004082455957,1.189699425
2020-06-15,5,19.7166666666667,77.4204153859134,13,6,25,19,-26,-11,-2,-43,-32,9,1.19918494039651,1.186856393
2020-06-16,2,22.5,66.9460242181897,25,11,36,23,-21,-10,26,-40,-30,10,1.19096850530281,1.172196721
2020-06-17,5,21.1333333333333,74.3962496499627,25,8,34,20,-22,-10,12,-40,-30,10,1.18406352758444,1.160764419
2020-06-18,16,21.7666666666667,51.4321405191906,30,7,36,15,-20,-11,34,-37,-31,8,1.17522890682247,1.141451729
2020-06-19,12,21.3333333333333,54.5547818992898,25,5,34,29,-22,-10,29,-38,-32,7,1.1651799852901,1.126250821
2020-06-20,9,22.5,54.5683456499265,NaN,7,40,25,-27,-17,23,-30,-15,-1,1.1569595136801,1.111166852
2020-06-21,14,23.5,53.7606455403119,21,8,43,19,-35,-26,9,-38,8,-5,1.14631677400491,1.093243185
2020-06-22,11,25.25,45.9526733572275,34,10,45,29,-21,-11,32,-38,-32,6,1.13632541542301,1.054602886
2020-06-23,5,26.5,44.0149052310136,38,NaN,59,27,-19,-12,38,-37,-31,7,1.12447664485159,1.016861818
2020-06-24,0,24.75,53.9449690047457,NaN,NaN,46,33,-19,-11,30,-35,-29,7,1.11212658336701,0.981494834
2020-06-25,31,23.9333333333333,70.0681929908965,NaN,14,NaN,26,-20,-10,28,-36,-30,7,1.09637932432706,0.962588145
2020-06-26,23,24.5,58.573161537247,21,19,48,27,-22,-11,24,-35,-31,6,1.08586074528818,0.975876118
2020-06-27,28,26.25,47.78749429259,42,12,48,27,-30,-20,10,-29,-17,-2,1.07225983652752,0.985020065
2020-06-28,4,27.5,48.1463755597492,34,14,64,18,-38,-28,-1,-35,12,-6,1.05834893256313,0.997563349
2020-06-29,6,28,45.3271604649812,34,12,44,23,-20,-9,26,-36,-30,5,1.04256899336405,1.009289679
2020-06-30,8,27.05,46.4528676115514,25,19,NaN,33,-18,-12,29,-35,-29,6,1.02562060153195,1.016648907
2020-07-01,8,25.2833333333333,55.7026130043558,34,18,42,27,-20,-12,11,-34,-28,6,1.01009462287101,1.036545071
2020-07-02,14,27,68.4143127506663,30,22,48,30,-19,-12,20,-35,-29,5,0.995175733353288,1.039896673
2020-07-03,17,24.5,74.3187095555446,38,11,39,33,-24,-13,-4,-37,-31,7,0.981800599622307,1.034935768
2020-07-04,16,22.75,72.9594940946218,25,8,38,34,-27,-18,10,-27,-16,-1,0.966959266721131,1.034763334
2020-07-05,8,26,55.9069331777349,30,10,46,20,-37,-31,-7,-33,8,-7,0.954696552076422,1.020979273
2020-07-06,7,27.5,52.7917513070144,34,15,54,33,-22,-13,18,-34,-31,4,0.942615908035455,1.008230344
2020-07-07,5,22.1166666666667,65.3877946581246,42,21,32,20,-18,-13,20,-35,-30,6,0.930154800050388,0.977490234
2020-07-08,17,22.75,47.747378451845,30,18,45,31,-19,-16,22,-35,-28,4,0.920204588048037,0.954167781
2020-07-09,14,25,52.2601827583459,30,17,61,31,-20,-15,16,-35,-29,4,0.910559875112061,0.939287911
2020-07-10,23,26.5,51.6121048964535,46,20,72,33,-23,-15,14,-35,-31,4,0.902298336375177,0.95019543
2020-07-11,20,23.6333333333333,68.8263744358868,50,22,53,20,-34,-23,-19,-28,-16,-1,0.89332115794204,0.985218658
2020-07-12,19,21.5,71.1993467809947,50,10,34,14,-33,-25,-6,-32,11,-6,0.886505621678814,1.038424904
2020-07-13,0,21.5,53.215522327935,25,13,36,23,-20,-13,24,-33,-30,3,0.879244107361713,NaN
2020-07-14,5,21.75,50.747400943769,25,13,41,29,-18,-15,29,-33,-29,4,0.873891498772196,NaN
2020-07-15,0,22.25,59.7178541832828,30,10,36,30,-17,-15,13,-34,-28,4,0.871006749688642,NaN
2020-07-16,17,23.75,60.866655630417,25,17,57,37,-17,-16,20,-33,-28,4,0.868780669286844,NaN
2020-07-17,21,22,72.3074754843061,38,16,37,23,-21,-14,5,-35,-31,4,0.864177940369279,NaN
2020-07-18,8,22.75,45.612038987416,34,10,39,21,-27,-22,4,-22,-15,-3,0.862772165149376,NaN
2020-07-19,3,24.25,47.2972866630836,21,10,48,17,-34,-30,-5,-31,13,-7,0.862700304611674,NaN
2020-07-20,7,26.5,49.305990209443,21,18,61,33,-19,-15,19,-34,-29,2,0.861926251021739,NaN
2020-07-21,7,27.25,53.5798197264998,42,16,66,35,-19,-17,21,-35,-28,4,0.861433450695933,NaN
2020-07-22,16,28.25,60.2191938691766,42,21,58,35,-20,-18,9,-34,-28,4,0.860959588603898,NaN
2020-07-23,26,25.25,68.4690642047587,50,12,53,30,-19,-16,10,-34,-28,3,0.86211897214601,NaN
2020-07-24,14,21.0833333333333,80.4238928195998,25,12,30,27,-25,-19,-19,-37,-31,5,0.862573339929405,NaN
2020-07-25,6,24.25,56.4051502070423,21,9,45,25,-27,-21,3,-21,-15,-4,0.863107980690207,NaN
2020-07-26,25,26.25,51.4345224176181,17,13,46,20,-32,-29,-7,-31,12,-7,0.864744623403848,NaN
2020-07-27,6,25,56.8587238499373,30,17,56,28,-18,-14,18,-33,-32,2,0.864822867017823,NaN
2020-07-28,5,28,54.4706948556915,42,20,74,29,-18,-16,15,-35,-30,3,0.865931174146432,NaN
2020-07-29,13,28.5,59.2049988843966,50,22,68,31,-19,-16,8,-34,-30,3,0.863714226391997,NaN
2020-07-30,2,29,58.8549005757331,53,NaN,74,NaN,-19,-17,4,-34,-31,3,0.864827672629824,NaN
2020-07-31,10,26.25,62.1884206372255,NaN,20,NaN,31,-24,-19,-10,-35,-33,3,0.86566537201546,NaN
2020-08-01,15,30.5,55.7946023972705,42,NaN,NaN,NaN,-29,-24,-16,-21,-21,-3,0.866758369174302,NaN
